Source	Target	Sign	Network
PAK2	RAF1	+	SN
PAK2	ABL1	+	SN
PAK2	MAP2K3	+	SN
PAK2	CTTN	+	SN
PAK2	MYC	-	SN
PAK2	JUN	+	SN
PAK2	EIF4G1	-	SN
PAK2	CASP7	-	SN
PAK3	RAF1	+	SN
PAK4	CTNNB1	+	SN
PAK6	AR	+	SN
PALB2	RAD51	+	SN
PALB2	BRCA2	+	SN
PALB2	BRCA1	+	SN
PARD3	F11R	+	SN
PARD6A	PRKCA	+	SN
PARN	GADD45A	+	SN
PARP1	PIAS4	+	SN
PARP1	SUPT16H	+	SN
PARP1	XRCC1	+	SN
PARP1	HIF1A	+	SN
PARP1	HIST1H1A	+	SN
PARP1	HIST1H3F	+	SN
PARP1	ATM	+	SN
PARP1	MRE11	+	SN
PARP1	HIST1H2BJ	+	SN
PARP1	HIST1H4D	+	SN
PARP1	TOP1	-	SN
PARP1	H2AFZ	+	SN
PARP1	APTX	+	SN
PARP1	CHD1L	+	SN
PARP1	KDM5B	-	SN
PARP1	AURKB	-	SN
PAWR	WT1	-	SN
PAX2	TP53	-	GRN
PAX3	LEF1	+	GRN
PAX3	BCL2L1	+	SN
PAX3	MITF	+	GRN
PAX4	INS	-	GRN
PAX5	CSF1R	-	SN
PAX5	BLK	+	GRN
PAX5	BLK	-	GRN
PAX5	PRDM1	-	GRN
PAX5	CD19	+	GRN
PAX5	TP53	+	GRN
PAX5	XBP1	-	SN
PAX5	CD79A	+	GRN
PAX5	BCL2	-	GRN
PAX6	SFRP1	+	SN
PAX6	MAF	+	GRN
PAX6	PCSK1	+	GRN
PAX6	PDHX	-	SN
PAX6	MET	+	GRN
PAX7	KMT2A	+	SN
PAX7	KMT2D	+	SN
PAX8	TG	-	GRN
PAX8	WT1	+	GRN
PAX8	NCAM1	+	GRN
PAX8	TSHR	-	GRN
PAX8	E2F1	+	GRN
PAX8	TP53	-	GRN
PAX8	SLC5A5	+	GRN
PAXIP1	PAX2	+	SN
PAXIP1	TP53BP1	+	SN
PAXIP1	ATM	+	SN
PBK	GPSM2	+	SN
PBK	HIST1H3F	+	SN
PBK	PRDX1	+	SN
PBX1	NANOG	+	GRN
PBX1	VCP	+	GRN
PCGF2	UBE2I	-	SN
PCM1	NEK2	+	SN
PCM1	CETN2	+	SN
PCM1	CETN1	+	SN
PCNA	CDT1	+	SN
PCSK7	CEBPA	-	SN
PDE4DIP	PRKAR1A	+	SN
PDGFA	PDGFRA	+	SN
PDGFB	PDGFRA	+	SN
PDGFB	PDGFRB	+	SN
PDGFC	PDGFRB	+	SN
PDGFC	PDGFRA	+	SN
PDGFD	PDGFRB	+	SN
PDGFRA	PLCG1	+	SN
PDGFRA	SRC	+	SN
PDGFRA	CRK	+	SN
PDGFRB	GRAP	+	SN
PDGFRB	RASA1	+	SN
PDGFRB	NCK2	+	SN
PDGFRB	PTPN11	+	SN
PDGFRB	SH2B2	+	SN
PDGFRB	SHC1	+	SN
PDGFRB	PTK2	+	SN
PDGFRB	NCK1	+	SN
PDGFRB	PLCG1	+	SN
PDGFRB	SRC	+	SN
PDGFRB	PDGFRA	+	SN
PDGFRB	GRB2	+	SN
PDGFRB	CRK	+	SN
PDK1	PDHA1	-	SN
PDK1	PDHA2	-	SN
PDK1	RPS6KB1	+	SN
PDK1	PKN2	+	SN
PDK1	SGK1	+	SN
PDK1	PRKCG	+	SN
PDK1	PAK1	+	SN
PDK1	AKT2	+	SN
PDK1	AKT1	+	SN
PDK2	AKT1	+	SN
PDPK1	CARD11	+	SN
PDPK1	SGK1	+	SN
PDPK1	SGK3	+	SN
PDPK1	SGK2	+	SN
PDPK1	AKT3	+	SN
PDPK1	RPS6KB1	+	SN
PDPK1	MAP2K1	+	SN
PDPK1	PRKCI	+	SN
PDPK1	PRKCD	+	SN
PDPK1	PRKCA	+	SN
PDPK1	PLK1	+	SN
PDPK1	PAK1	+	SN
PDPK1	AKT2	+	SN
PDPK1	AKT1	+	SN
PDX1	GCK	+	GRN
PDX1	INS	+	GRN
PDZD3	TRPV6	+	SN
PEA15	MAPK1	+	SN
PEA15	MAPK3	+	SN
PEBP1	RAF1	+	SN
PEBP1	MAP2K1	+	SN
PEBP1	BRAF	+	SN
PELI1	IRAK1	+	SN
PELI2	IRAK1	+	SN
PELI3	IRAK1	+	SN
PER1	ATM	+	SN
PF4	CXCL8	-	SN
PFN1	CDH4	+	SN
PGAM5	NFE2L2	+	SN
PGR	FOXO1	+	GRN
PGR	ESR1	+	GRN
PGR	RELA	-	SN
PGR	BCL2	+	GRN
PGR	CYP19A1	-	GRN
PGR	HLTF	+	GRN
PHF6	UBTF	-	SN
PHF8	HIST1H3F	+	SN
PHLPP1	AKT3	-	SN
PHLPP1	STK4	+	SN
PHLPP1	RPS6KB1	-	SN
PHLPP1	PRKCA	-	SN
PHLPP1	AKT2	-	SN
PHLPP1	AKT1	-	SN
PHLPP2	AKT3	-	SN
PHLPP2	STK4	+	SN
PHLPP2	RPS6KB1	-	SN
PHLPP2	PRKCA	-	SN
PHLPP2	AKT2	-	SN
PHLPP2	AKT1	-	SN
PIAS1	TP53BP1	+	SN
PIAS1	PRDM1	+	SN
PIAS1	DDX5	+	SN
PIAS1	STAT1	+	SN
PIAS1	SOX9	+	SN
PIAS1	SMAD4	+	SN
PIAS2	STAT4	+	SN
PIAS2	AR	-	SN
PIAS3	STAT3	+	SN
PIAS3	MITF	-	SN
PIAS4	TP53BP1	+	SN
PIAS4	IKBKG	+	SN
PIAS4	STAT1	+	SN
PIAS4	SMAD4	+	SN
PICALM	CLTC	+	SN
PIDD1	RIPK1	+	SN
PIDD1	IKBKG	+	SN
PIDD1	CASP2	+	SN
PIK3AP1	PIK3R1	+	SN
PIK3AP1	PIK3CB	+	SN
PIK3AP1	PIK3CA	+	SN
PIK3C3	PTEN	+	SN
PIK3C3	AKT1	+	SN
PIK3CA	RPS6KB1	+	SN
PIK3CA	IRS1	-	SN
PIK3CA	MTOR	+	SN
PIK3CA	AKT1	+	SN
PIK3CG	RAC1	+	SN
PIK3R1	VAV1	+	SN
PIK3R1	PIK3CB	+	SN
PIK3R1	PIK3CA	+	SN
PIK3R1	AKT1	+	SN
PIK3R3	PIK3CA	+	SN
PIM1	MARK3	-	SN
PIM1	RPS19	+	SN
PIM1	RELA	+	SN
PIM1	MAP3K5	-	SN
PIM1	HIST1H3F	+	SN
PIM1	FOXO3	-	SN
PIM1	MDM2	+	SN
PIM1	CDKN1B	-	SN
PIM1	CDKN1A	+	SN
PIM1	BAD	-	SN
PIM2	CDKN1A	+	SN
PIM2	BAD	-	SN
PIM3	BAD	-	SN
PIN1	NOTCH1	+	SN
PIN1	MYC	+	SN
PIN1	JUN	+	SN
PIN1	CTNNB1	+	SN
PIN1	BCL6	+	SN
PINK1	CYCS	-	SN
PINK1	PRKN	+	SN
PITX1	PRL	+	GRN
PITX1	FSHB	+	GRN
PITX2	FSHB	+	GRN
PKM	STAT3	+	SN
PKMYT1	CDK1	-	SN
PKN1	ARHGEF2	-	SN
PKN1	RAF1	+	SN
PKN1	PGM1	+	SN
PKN1	FOXO1	-	SN
PKN1	EGFR	-	SN
PKN1	AR	+	SN
PKNOX1	PTPN6	+	GRN
PLAG1	ABCC6	+	GRN
PLAGL1	ABCC6	+	GRN
PLCB1	TRPM7	-	SN
PLCB1	GNA11	+	SN
PLCB2	MAPK14	+	SN
PLCB2	TRPM7	-	SN
PLCE1	HRAS	+	SN
PLCG1	SOS1	+	SN
PLCG1	PRKCA	+	SN
PLCG2	TRPC3	+	SN
PLK1	PLEKHG6	+	SN
PLK1	ATXN10	-	SN
PLK1	ERCC6L	+	SN
PLK1	PINX1	+	SN
PLK1	CENPU	+	SN
PLK1	CDC23	+	SN
PLK1	KIF2B	+	SN
PLK1	TOPORS	+	SN
PLK1	CEP55	+	SN
PLK1	NINL	+	SN
PLK1	KIZ	+	SN
PLK1	TRIOBP	+	SN
PLK1	NUDC	+	SN
PLK1	ANAPC1	+	SN
PLK1	DCTN1	+	SN
PLK1	CLIP1	+	SN
PLK1	TPT1	+	SN
PLK1	OPTN	+	SN
PLK1	RAN	+	SN
PLK1	RAP1GAP	-	SN
PLK1	DVL2	+	SN
PLK1	FOXM1	+	SN
PLK1	TOP2A	+	SN
PLK1	EVI5	-	SN
PLK1	SNCA	+	SN
PLK1	CLSPN	+	SN
PLK1	PKMYT1	-	SN
PLK1	TP73	+	SN
PLK1	YY1	+	SN
PLK1	MAP9	+	SN
PLK1	STAG2	+	SN
PLK1	VIM	+	SN
PLK1	CCNB1	+	SN
PLK1	GTSE1	+	SN
PLK1	KAT7	+	SN
PLK1	SMC1A	+	SN
PLK1	BORA	+	SN
PLK1	RACGAP1	+	SN
PLK1	CDC25C	+	SN
PLK1	IRS1	-	SN
PLK1	WEE1	+	SN
PLK1	CDC6	+	SN
PLK1	PIN1	+	SN
PLK1	CDC25B	+	SN
PLK1	FADD	-	SN
PLK1	CHEK2	+	SN
PLK1	RAD21	+	SN
PLK1	FBXO5	+	SN
PLK1	FANCM	-	SN
PLK1	TERF1	+	SN
PLK1	NPM1	+	SN
PLK1	MYC	+	SN
PLK1	MDM2	+	SN
PLK1	IKBKB	-	SN
PLK1	HSF1	+	SN
PLK1	ECT2	+	SN
PLK1	BUB1B	+	SN
PLK1	BRCA2	-	SN
PLK1	BIRC5	+	SN
PLK2	CENPJ	+	SN
PLK2	SNCB	+	SN
PLK2	SNCA	+	SN
PLK2	FBXW7	-	SN
PLK2	NPM1	+	SN
PLK3	VRK1	+	SN
PLK3	SNCB	+	SN
PLK3	JUN	+	SN
PLK3	TOP2A	+	SN
PLK3	SNCA	+	SN
PLK3	HIF1A	-	SN
PLK3	TP53	+	SN
PLK3	ATF2	+	SN
PLK3	CDC25C	+	SN
PLK3	CHEK2	+	SN
PLK3	CDC25A	-	SN
PLK3	PTEN	-	SN
PLK3	BCL2L1	+	SN
PMAIP1	BCL2A1	-	SN
PMAIP1	GMCL1	-	SN
PMAIP1	MCL1	-	SN
PMAIP1	BCL2L1	-	SN
PMAIP1	BCL2	-	SN
PMAIP1	BAX	+	SN
PML	ZFYVE9	+	SN
PML	SMAD3	+	SN
PML	TOPBP1	+	SN
PML	SMAD2	+	SN
PML	KAT5	+	SN
PML	YAP1	+	SN
PML	CSNK1A1	+	SN
PNCK	EIF4G3	+	SN
POFUT1	NOTCH1	+	SN
POGLUT1	NOTCH2	+	SN
POGLUT1	NOTCH1	+	SN
POPDC3	AIM2	-	SN
POT1	TERT	+	SN
POU1F1	PRL	+	GRN
POU1F1	GHR	+	GRN
POU2AF1	POU2F2	+	SN
POU2AF1	POU2F1	+	SN
POU2F1	VWF	+	GRN
POU2F1	LCT	+	GRN
POU2F1	PTGIR	+	GRN
POU2F1	UGT2B7	+	GRN
POU2F1	CCND1	+	GRN
POU2F1	GADD45A	+	GRN
POU2F1	HBG1	-	GRN
POU2F1	VCAM1	-	GRN
POU2F1	IL2	+	GRN
POU2F1	IL4	-	GRN
POU3F2	GNRH1	+	GRN
POU4F1	ESR1	+	SN
POU4F2	ESR1	+	GRN
POU4F2	CCND1	+	SN
POU5F1	CDX2	-	GRN
POU5F1	TDGF1	+	GRN
POU5F1	NANOG	+	GRN
POU5F1	SOX2	+	GRN
POU5F1	ID2	-	GRN
POU5F1	LEFTY1	+	GRN
PPA1	AKT1	+	SN
PPARA	RXRA	+	GRN
PPARA	FOXO1	-	GRN
PPARA	APOC3	-	GRN
PPARA	LPL	+	GRN
PPARA	SERPINE1	+	GRN
PPARA	FABP3	+	GRN
PPARA	UCP1	-	GRN
PPARA	ANGPTL4	+	GRN
PPARA	APOB	+	GRN
PPARA	FADS2	+	SN
PPARA	PANK1	+	GRN
PPARA	ACSL1	-	GRN
PPARA	TUBA1B	-	GRN
PPARA	NFKBIA	+	GRN
PPARA	CYP1A1	+	GRN
PPARA	APOBR	-	SN
PPARA	PTGS2	+	GRN
PPARA	MMP9	-	GRN
PPARA	CPT1A	-	GRN
PPARD	NR1H3	+	GRN
PPARD	RXRB	+	SN
PPARD	NR1H2	+	SN
PPARD	RXRA	+	SN
PPARD	SAT1	+	SN
PPARD	LPL	+	GRN
PPARD	ANGPTL4	-	GRN
PPARG	NR1H3	+	GRN
PPARG	RXRB	+	GRN
PPARG	NR1H2	+	GRN
PPARG	NR2F2	+	GRN
PPARG	NR3C1	+	GRN
PPARG	SORBS1	+	GRN
PPARG	RXRA	+	GRN
PPARG	KMT5A	+	GRN
PPARG	PTEN	-	GRN
PPARG	HDAC1	-	SN
PPARG	RARB	+	GRN
PPARG	SAT1	+	GRN
PPARG	CD83	+	SN
PPARG	POU2F1	+	SN
PPARG	ANGPTL4	+	SN
PPARG	CCND1	-	SN
PPARG	APOB	-	GRN
PPARG	VLDLR	+	GRN
PPARG	RETN	+	GRN
PPARG	ADIPOQ	+	GRN
PPARG	TSHR	-	GRN
PPARG	EGFR	-	SN
PPARG	TP53	+	SN
PPARG	CPT1B	+	GRN
PPARG	APOBR	-	SN
PPARG	ABCG2	+	GRN
PPARG	PTGS2	-	GRN
PPARG	FABP4	+	GRN
PPARG	LIPE	+	GRN
PPARG	NR1D1	+	GRN
PPARG	MMP9	-	GRN
PPARG	BCL2	+	SN
PPARG	PTEN	+	GRN
PPARG	PLIN2	+	GRN
PPARG	CD36	+	SN
PPARG	MYC	-	GRN
PPARG	CDKN1A	+	GRN
PPARG	GK	+	GRN
PPIB	TRPV5	+	SN
PPIB	TRPV6	+	SN
PPM1A	SMAD2	+	SN
PPM1A	AXIN1	-	SN
PPM1A	MAP2K4	-	SN
PPM1A	PRKAG1	-	SN
PPM1A	IKBKB	-	SN
PPM1A	CDK9	-	SN
PPM1A	BAD	+	SN
PPM1B	IKBKB	-	SN
PPM1B	CDK9	-	SN
PPM1D	MAPK12	-	SN
PPM1D	H2AFX	-	SN
PPM1D	UNG	-	SN
PPM1D	MAPK14	-	SN
PPM1D	CHEK2	+	SN
PPM1D	TP53	+	SN
PPM1D	MDM2	+	SN
PPM1D	CHEK1	-	SN
PPM1D	ATM	-	SN
PPM1E	PAK1	-	SN
PPM1F	PAK2	-	SN
PPM1F	PAK1	-	SN
PPM1F	CAMK2A	-	SN
PPP1CA	AXIN1	-	SN
PPP1CA	TP53	-	SN
PPP1CA	AURKA	-	SN
PPP1CA	STAT3	-	SN
PPP1CA	RB1	+	SN
PPP1CA	RAF1	+	SN
PPP1CA	MAPK3	-	SN
PPP1CA	NOS3	+	SN
PPP1CA	NEK2	-	SN
PPP1CA	MDM2	+	SN
PPP1CA	HDAC1	+	SN
PPP1CA	CASP9	+	SN
PPP1CA	CAMK2A	-	SN
PPP1CA	BRCA1	-	SN
PPP1CA	BAD	+	SN
PPP1CA	AKT1	-	SN
PPP1CB	IKZF1	+	SN
PPP1CB	NF2	+	SN
PPP1CB	AXIN1	-	SN
PPP1CB	TP53	-	SN
PPP1CB	TRIM28	+	SN
PPP1CB	CDC25C	+	SN
PPP1CB	NOS3	+	SN
PPP1CB	MDM2	+	SN
PPP1CB	AKT1	-	SN
PPP1CC	EIF2A	-	SN
PPP1CC	AXIN1	-	SN
PPP1CC	TP53	-	SN
PPP1CC	TGFBR1	+	SN
PPP1CC	NOS3	+	SN
PPP1CC	MDM2	+	SN
PPP1CC	CDK9	+	SN
PPP1CC	CAMK2A	-	SN
PPP1CC	BCL2	+	SN
PPP1CC	AKT1	-	SN
PPP1R13B	TP53	+	SN
PPP1R13L	TP53	-	SN
PPP1R2	PPP1CA	-	SN
PPP1R8	EZH2	+	SN
PPP2CA	CARD11	-	SN
PPP2CA	SMAD2	+	SN
PPP2CA	MAPK15	-	SN
PPP2CA	CHEK2	+	SN
PPP2CA	AKT3	-	SN
PPP2CA	AXIN1	+	SN
PPP2CA	TP53	+	SN
PPP2CA	STK4	-	SN
PPP2CA	SRC	-	SN
PPP2CA	RPS6KB1	-	SN
PPP2CA	RB1	+	SN
PPP2CA	RAF1	+	SN
PPP2CA	MAP2K1	-	SN
PPP2CA	MAPK3	-	SN
PPP2CA	PRKCI	-	SN
PPP2CA	PRKCD	-	SN
PPP2CA	PRKCA	-	SN
PPP2CA	PAK1	-	SN
PPP2CA	MYC	+	SN
PPP2CA	MAP3K3	-	SN
PPP2CA	MDM2	+	SN
PPP2CA	CTNNB1	+	SN
PPP2CA	CHEK1	-	SN
PPP2CA	CAMK2A	+	SN
PPP2CA	BCL2	+	SN
PPP2CA	ATM	-	SN
PPP2CA	APC	-	SN
PPP2CA	AKT2	-	SN
PPP2CA	AKT1	-	SN
PPP2CB	HDAC7	+	SN
PPP2CB	ELF1	-	SN
PPP2CB	RPS6KB1	-	SN
PPP2CB	SNCA	-	SN
PPP2CB	PRKCI	-	SN
PPP2CB	CARD11	-	SN
PPP2CB	AKT3	-	SN
PPP2CB	TP53	+	SN
PPP2CB	RALA	-	SN
PPP2CB	CHEK2	+	SN
PPP2CB	MYC	-	SN
PPP2CB	MDM2	+	SN
PPP2CB	IKBKB	-	SN
PPP2CB	CHEK1	-	SN
PPP2CB	BCL2	+	SN
PPP2CB	ATM	-	SN
PPP2CB	AKT2	-	SN
PPP2CB	AKT1	-	SN
PPP2R1A	MAPT	-	SN
PPP2R1A	PPP2CA	+	SN
PPP2R1A	SGO1	+	SN
PPP2R1A	PPP2CB	+	SN
PPP2R2A	TGFBR1	+	SN
PPP2R2A	PPP2CA	-	SN
PPP2R2A	RAF1	+	SN
PPP2R2C	SRC	-	SN
PPP2R5A	TGFBR1	+	SN
PPP2R5B	CASP3	+	SN
PPP2R5B	BCL2	-	SN
PPP2R5B	AKT1	-	SN
PPP2R5C	RPS6KB1	-	SN
PPP2R5C	MAPK3	-	SN
PPP2R5C	GSK3A	+	SN
PPP2R5C	BCL2	-	SN
PPP2R5C	BAD	+	SN
PPP2R5C	AKT1	-	SN
PPP2R5D	RAF1	+	SN
PPP3CA	NFATC3	+	SN
PPP3CA	FLNA	-	SN
PPP3CA	BAD	+	SN
PPP3CB	FLNA	-	SN
PPP3CB	BAD	+	SN
PPP3CC	FLNA	-	SN
PPP3CC	BAD	+	SN
PPP4C	MAP4K1	+	SN
PPP4C	IRS4	+	SN
PPP4C	BANF1	+	SN
PPP4C	RELA	+	SN
PPP4C	H2AFX	-	SN
PPP4C	HDAC3	-	SN
PPP4C	FOXO3	+	SN
PPP4C	NDEL1	-	SN
PPP4R3A	PPP4C	+	SN
PPP5C	RAF1	-	SN
PPP5C	ATM	+	SN
PPP6C	MAP3K7	-	SN
PRDM1	CIITA	-	GRN
PRDM1	MYC	-	GRN
PRDM14	POU5F1	+	GRN
PRDM16	PPARG	+	SN
PREX2	PTEN	-	SN
PRKAA1	CRTC2	-	SN
PRKAA1	RPTOR	-	SN
PRKAA1	TP53	+	SN
PRKAA1	RB1	-	SN
PRKAA1	RAF1	+	SN
PRKAA1	NOS3	+	SN
PRKAA1	FOXO1	+	SN
PRKAA1	EP300	-	SN
PRKAA1	CTBP1	-	SN
PRKAA2	CRTC2	-	SN
PRKAA2	RPTOR	-	SN
PRKAA2	TSC2	+	SN
PRKAA2	TSC1	+	SN
PRKAA2	PLD1	+	SN
PRKAA2	IKBKB	+	SN
PRKAB1	RPTOR	-	SN
PRKAB1	NOS3	+	SN
PRKACA	WT1	-	SN
PRKACA	EZR	+	SN
PRKACA	MAP1LC3B	-	SN
PRKACA	TRPV5	+	SN
PRKACA	HDAC8	-	SN
PRKACA	SUFU	+	SN
PRKACA	KCNK9	+	SN
PRKACA	SNAPIN	+	SN
PRKACA	PLCB1	-	SN
PRKACA	RPH3A	+	SN
PRKACA	PDE5A	+	SN
PRKACA	STK11	+	SN
PRKACA	AURKA	+	SN
PRKACA	SRC	+	SN
PRKACA	SOX9	+	SN
PRKACA	SRSF1	+	SN
PRKACA	RYR2	+	SN
PRKACA	RXRA	+	SN
PRKACA	RET	+	SN
PRKACA	RAF1	+	SN
PRKACA	PDE4D	+	SN
PRKACA	NOS3	+	SN
PRKACA	NFKB1	+	SN
PRKACA	KCNH2	+	SN
PRKACA	ITGB4	+	SN
PRKACA	HSF1	+	SN
PRKACA	HMGN1	-	SN
PRKACA	H3F3B	+	SN
PRKACA	GSK3B	+	SN
PRKACA	GSK3A	-	SN
PRKACA	GLI1	+	SN
PRKACA	FYN	+	SN
PRKACA	FOS	+	SN
PRKACA	FLNA	+	SN
PRKACA	ETV5	+	SN
PRKACA	ESR1	+	SN
PRKACA	ERBB2	+	SN
PRKACA	CTNNB1	+	SN
PRKACA	CREBBP	+	SN
PRKACA	CASP9	-	SN
PRKACA	CAPN2	+	SN
PRKACA	BRAF	+	SN
PRKACA	BAD	+	SN
PRKACA	RHOA	+	SN
PRKACA	APC	-	SN
PRKACB	BAD	+	SN
PRKACG	NOS3	+	SN
PRKACG	BAD	+	SN
PRKAG1	PRKAA2	+	SN
PRKCA	STXBP1	-	SN
PRKCA	ITGB7	+	SN
PRKCA	GRIA4	+	SN
PRKCA	CORO1B	-	SN
PRKCA	CD5	+	SN
PRKCA	EDF1	-	SN
PRKCA	ARHGDIB	-	SN
PRKCA	THOC5	+	SN
PRKCA	LRP1	+	SN
PRKCA	NOX5	+	SN
PRKCA	CTPS1	+	SN
PRKCA	ADD2	-	SN
PRKCA	NOXO1	+	SN
PRKCA	HRH1	-	SN
PRKCA	ACO1	-	SN
PRKCA	PIP5K1B	-	SN
PRKCA	PTPN12	+	SN
PRKCA	HSPB8	+	SN
PRKCA	KCNJ13	-	SN
PRKCA	F3	+	SN
PRKCA	CHAT	+	SN
PRKCA	CYTH2	-	SN
PRKCA	GRIA1	-	SN
PRKCA	NFASC	-	SN
PRKCA	PLAA	+	SN
PRKCA	ADD1	+	SN
PRKCA	CACNA1B	+	SN
PRKCA	GLRA1	-	SN
PRKCA	ADCY2	+	SN
PRKCA	DGUOK	-	SN
PRKCA	GRIK1	+	SN
PRKCA	PTPRA	+	SN
PRKCA	GRIN2A	-	SN
PRKCA	GRM7	+	SN
PRKCA	GABRA1	-	SN
PRKCA	PLEK	+	SN
PRKCA	CLIP1	-	SN
PRKCA	TBXA2R	-	SN
PRKCA	NR1H4	+	SN
PRKCA	HABP4	-	SN
PRKCA	F11R	+	SN
PRKCA	PRKD3	+	SN
PRKCA	RPS6KB2	-	SN
PRKCA	VCL	+	SN
PRKCA	PLA2G4A	+	SN
PRKCA	PEA15	-	SN
PRKCA	HNRNPA1	-	SN
PRKCA	GRK2	+	SN
PRKCA	ARHGDIA	-	SN
PRKCA	RASGRP3	+	SN
PRKCA	CALD1	-	SN
PRKCA	DLX3	+	SN
PRKCA	NFATC1	-	SN
PRKCA	NCF1	+	SN
PRKCA	IQGAP1	+	SN
PRKCA	PLD2	+	SN
PRKCA	DVL2	+	SN
PRKCA	SDC2	+	SN
PRKCA	NOS1	-	SN
PRKCA	PPP1R14A	+	SN
PRKCA	ADCY5	+	SN
PRKCA	SRF	-	SN
PRKCA	EIF4E	+	SN
PRKCA	INSR	+	SN
PRKCA	PSEN1	+	SN
PRKCA	VIM	+	SN
PRKCA	PTPN11	+	SN
PRKCA	MAPK1	+	SN
PRKCA	MAP2	+	SN
PRKCA	CBL	+	SN
PRKCA	EGLN2	-	SN
PRKCA	NOXA1	-	SN
PRKCA	RAF1	+	SN
PRKCA	ITGB2	+	SN
PRKCA	EZR	+	SN
PRKCA	ABL1	+	SN
PRKCA	MAPK3	+	SN
PRKCA	CDKN2D	+	SN
PRKCA	PTPN6	+	SN
PRKCA	IRS1	+	SN
PRKCA	CFL1	-	SN
PRKCA	PEBP1	+	SN
PRKCA	MYL9	-	SN
PRKCA	HMGN2	-	SN
PRKCA	TRPC3	-	SN
PRKCA	CACNA1C	-	SN
PRKCA	CASR	-	SN
PRKCA	TRPV5	+	SN
PRKCA	GAP43	+	SN
PRKCA	NPHS1	+	SN
PRKCA	GRM1	+	SN
PRKCA	GNAZ	+	SN
PRKCA	PDE3A	+	SN
PRKCA	ATP2B1	-	SN
PRKCA	PLCB3	-	SN
PRKCA	SNAP25	+	SN
PRKCA	PRKD1	+	SN
PRKCA	TNNI3	-	SN
PRKCA	PPARA	+	SN
PRKCA	MARCKS	-	SN
PRKCA	ANXA1	+	SN
PRKCA	GJA1	-	SN
PRKCA	TRPM4	+	SN
PRKCA	PLCG1	+	SN
PRKCA	SRC	+	SN
PRKCA	TRPM2	+	SN
PRKCA	PLCB1	-	SN
PRKCA	PRKG1	+	SN
PRKCA	DNM1	-	SN
PRKCA	PLD1	+	SN
PRKCA	NOS3	-	SN
PRKCA	NKX3-1	+	SN
PRKCA	NFE2L2	+	SN
PRKCA	MET	-	SN
PRKCA	MBP	+	SN
PRKCA	KRAS	+	SN
PRKCA	KIT	-	SN
PRKCA	KCNMA1	+	SN
PRKCA	ITGB4	+	SN
PRKCA	ITGB1	+	SN
PRKCA	IKBKB	+	SN
PRKCA	HMGN1	-	SN
PRKCA	GSK3B	-	SN
PRKCA	GSK3A	-	SN
PRKCA	EWSR1	-	SN
PRKCA	EGFR	+	SN
PRKCA	CREBBP	-	SN
PRKCA	CDKN1A	-	SN
PRKCA	BCL2	+	SN
PRKCA	AQP1	+	SN
PRKCB	NCF1	+	SN
PRKCB	RAF1	+	SN
PRKCB	NOS3	-	SN
PRKCB	NFE2L2	+	SN
PRKCB	GSK3A	-	SN
PRKCB	EWSR1	+	SN
PRKCB	BTK	+	SN
PRKCD	PTPN22	-	SN
PRKCD	PLSCR3	+	SN
PRKCD	NCF4	+	SN
PRKCD	KCNJ1	+	SN
PRKCD	SMPD1	+	SN
PRKCD	ENOX2	+	SN
PRKCD	NR2F6	-	SN
PRKCD	DNM1L	+	SN
PRKCD	CHAT	+	SN
PRKCD	MYBPC3	+	SN
PRKCD	PA2G4	+	SN
PRKCD	ITGA6	+	SN
PRKCD	SDC4	+	SN
PRKCD	PTPRA	+	SN
PRKCD	C5AR1	-	SN
PRKCD	RPS3	+	SN
PRKCD	KLF5	+	SN
PRKCD	HABP4	-	SN
PRKCD	RPS6KB2	-	SN
PRKCD	YWHAB	-	SN
PRKCD	FSCN1	-	SN
PRKCD	GRK2	+	SN
PRKCD	BAG3	+	SN
PRKCD	NCF1	+	SN
PRKCD	PLD2	+	SN
PRKCD	PRKDC	-	SN
PRKCD	ADCY5	+	SN
PRKCD	MAPK8	+	SN
PRKCD	DAB2	+	SN
PRKCD	STAT3	+	SN
PRKCD	DAP3	+	SN
PRKCD	TP73	+	SN
PRKCD	HMGA1	-	SN
PRKCD	HNRNPK	+	SN
PRKCD	PLSCR1	+	SN
PRKCD	BDKRB2	-	SN
PRKCD	DBI	+	SN
PRKCD	ITGB2	+	SN
PRKCD	SHC1	+	SN
PRKCD	TP53	+	SN
PRKCD	TRIM28	-	SN
PRKCD	STAT1	+	SN
PRKCD	YWHAZ	-	SN
PRKCD	HIST1H3F	+	SN
PRKCD	IRS1	+	SN
PRKCD	PEBP1	+	SN
PRKCD	LIMK2	-	SN
PRKCD	IL6ST	+	SN
PRKCD	FLI1	-	SN
PRKCD	ELAVL1	+	SN
PRKCD	PRKD1	+	SN
PRKCD	TNNI3	+	SN
PRKCD	SRC	+	SN
PRKCD	NOS3	+	SN
PRKCD	MUC1	+	SN
PRKCD	ITGB4	+	SN
PRKCD	GSK3A	-	SN
PRKCD	G6PD	+	SN
PRKCD	EP300	-	SN
PRKCD	CHN2	-	SN
PRKCD	ADCY7	+	SN
PRKCE	STAT3	+	SN
PRKCE	NOS3	-	SN
PRKCE	MET	-	SN
PRKCE	ITGB1	+	SN
PRKCE	FGFR2	+	SN
PRKCE	FGFR1	+	SN
PRKCE	BAD	-	SN
PRKCE	ADCY7	+	SN
PRKCG	KEAP1	-	SN
PRKCG	RAF1	+	SN
PRKCG	NOS3	-	SN
PRKCG	HSP90AA1	-	SN
